Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks
,BR,BNV,Benedito Novo,Benedito Novo,SC,RQ,--3-----,0607,,2947S 04925W,
,BR,BVI,Benevides,Benevides,PA,RQ,--3-----,0607,,0121S 04813W,
,BR,QAV,Benjamin Constant,Benjamin Constant,AM,AI,---4----,9601,,,
,BR,BAB,Bento de Abreu,Bento de Abreu,SP,AA,--3-----,1601,,2116S 05048W,
,BR,BGV,Bento Gonçalves,Bento Goncalves,RS,AI,---4----,0212,,2910S 05131W,
,BR,BCP,Bernardino de Campos,Bernardino de Campos,SP,RL,-23-----,0607,,2302S 04929W,
,BR,BTG,Bertioga,Bertioga,SP,RQ,--3-----,0607,,2351S 04608W,
,BR,BTP,Bertópolis,Bertopolis,MG,AA,--3-----,1601,,1703S 04034W,
,BR,BTI,Betim,Betim,MG,RQ,--3-----,0607,,1958S 04411W,
,BR,BZE,Bezerros,Bezerros,PE,RQ,--3-----,0607,,0814S 03545W,
,BR,BGC,Biguacu,Biguacu,SC,RQ,--3-----,0607,,2730S 04839W,
,BR,BLA,Bilac,Bilac,SP,RQ,--3-----,0607,,2123S 05028W,
,BR,QCF,Birigui,Birigui,SP,AI,---4----,9601,,,
,BR,BBR,Biritiba-Mirim,Biritiba-Mirim,SP,RL,--3-----,1207,,2335S 04602W,
,BR,BIU,Bituruna,Bituruna,PR,AC,--3-----,1501,,2610S 05134W,
,BR,BNU,Blumenau,Blumenau,SC,AI,1--4----,9601,,,
,BR,BEE,Boa Esperanca,Boa Esperanca,ES,RQ,-----6--,1001,,1829S 04020W,
,BR,BSE,Boa Esperanca,Boa Esperanca,MG,RQ,--3-----,0607,,2105S 04533W,
,BR,BSU,Boa Esperanca do Sul,Boa Esperanca do Sul,SP,RQ,--3-----,0607,,2158S 04823W,
,BR,BVG,Boa Viagem,Boa Viagem,PE,RQ,--3-----,0607,,0806S 03453W,
,BR,BST,Boa Vista,Boa Vista,PE,RQ,--3-----,0607,,0847S 03949W,
,BR,BVB,Boa Vista,Boa Vista,RR,AI,---4----,9601,,,
,BR,BVD,Boa Vista do Burica,Boa Vista do Burica,RS,AC,--3-----,1501,,2740S 05406W,
,BR,BOA,Boa Vista do Sul,Boa Vista do Sul,RS,RL,--3-----,1401,,2921S 05140W,
,BR,BCR,Boca do Acre Apt,Boca do Acre Apt,AM,RL,--34----,0901,,0838S 06725W,
,BR,BOC,Bocaina,Bocaina,SP,RQ,--3-----,0607,,2207S 04830W,
,BR,BOV,Bocaiuva,Bocaiuva,MG,RQ,--3-----,0607,,1706S 04348W,
,BR,BDS,Bocaiúva do Sul,Bocaiuva do Sul,PR,AC,--3-----,1501,,2511S 04908W,
,BR,BQA,Bodoquena,Bodoquena,MS,RQ,--3-----,0607,,2032S 05642W,
,BR,BOF,Bofete,Bofete,SP,AC,--3-----,1501,,2307S 04815W,
,BR,BTV,Boituva,Boituva,SP,RQ,--3-----,0607,,2317S 04741W,
,BR,BDP,Bom Despacho,Bom Despacho,MG,RQ,--3-----,0607,,1944S 04515W,
,BR,BJG,Bom Jardim de Goias,Bom Jardim de Goias,GO,RQ,--3-----,0607,,1617S 05207W,
,BR,LAZ,Bom Jesus da Lapa,Bom Jesus da Lapa,BA,AI,---4----,0212,,1315S 04325W,
,BR,BJS,Bom Jesus de Goias,Bom Jesus de Goias,GO,RQ,--3-----,0607,,1812S 04944W,
,BR,BJI,Bom Jesus de Itabapoana,Bom Jesus de Itabapoana,RJ,RQ,--3-----,0607,,2108S 04141W,
,BR,BJO,Bom Jesus dos Perdoes,Bom Jesus dos Perdoes,SP,RQ,--3-----,0607,,2308S 04628W,
,BR,BPP,Bom Principio,Bom Principio,RS,RQ,--3-----,0607,,2929S 05121W,
,BR,BRR,Bom Retiro,Bom Retiro,SC,AC,--3-----,1501,,2748S 04931W,
,BR,BSC,Bom Sucesso,Bom Sucesso,MG,RQ,--3-----,0607,,2102S 04445W,
,BR,BBS,Bombinhas,Bombinhas,SC,RQ,--3-----,0607,,2707S 04832W,
,BR,BNO,Bonito,Bonito,PE,RQ,--3-----,0607,,0836S 03617W,
,BR,BON,Bonito,Bonito,BA,AC,--3-----,1501,,1158S 04115W,
,BR,BYO,Bonito,Bonito,MS,RL,--3-----,0501,,2108S 05628W,
,BR,BQU,Boquim,Boquim,SE,RQ,--3-----,0607,,1109S 03737W,
,BR,BRE,Boraceia,Boraceia,SP,RQ,--3-----,0607,,2209S 04844W,
,BR,RBB,Borba,Borba,AM,AI,---4----,9912,,,
,BR,BBM,Borborema,Borborema,SP,RQ,--3-----,0607,,2136S 04904W,
,BR,BDM,Borda da Mata,Borda da Mata,MG,RQ,-----6--,1001,,2215S 04610W,
,BR,BF5,Botafogo,Botafogo,RJ,RL,-2---6--,1301,,2257S 04311W,
,BR,QCJ,Botucatu,Botucatu,SP,AI,---4----,9601,,,
,BR,BNT,Braco do Norte,Braco do Norte,SC,RQ,--3-----,0607,,2816S 04910W,
,BR,BTR,Braço do Trombudo,Braco do Trombudo,SC,AC,--3-----,1501,,2721S 04954W,
,BR,BNC,Braganca,Braganca,PA,RQ,--3-----,0607,,0103S 04646W,
,BR,BJP,Braganca Paulista,Braganca Paulista,SP,RQ,--3-----,0607,,2257S 04632W,
,BR,BMI,Brasilandia de Minas,Brasilandia de Minas,MG,RQ,--3-----,0607,,1612S 04425W,
,BR,BRL,Brasiléia,Brasileia,AC,AC,--3-----,1501,,1100S 06844W,
,BR,BSB,Brasília,Brasilia,DF,AI,---4----,0212,,1547S 04755W,
,BR,BNB,Brasilia - Nucleo Band,Brasilia - Nucleo Band,DF,RQ,--3-----,0607,,1551S 04757W,
,BR,BCL,Brasilia Ceilandia,Brasilia Ceilandia,DF,RQ,--3-----,0607,,1548S 04806W,
,BR,BGR,Brasilia Guara,Brasilia Guara,DF,RQ,--3-----,0607,,1549S 04759W,
,BR,BPT,Brasilia Planaltina,Brasilia Planaltina,DF,RQ,--3-----,0607,,1537S 04740W,
,BR,BSD,Brasilia Sobradinho,Brasilia Sobradinho,DF,RQ,--3-----,0607,,1537S 04949W,
,BR,BTT,Brasilia Taguatinga,Brasilia Taguatinga,DF,RQ,--3-----,0607,,1546S 04755W,
,BR,BRT,Brasnorte,Brasnorte,MT,AC,--3-----,1501,,1207S 05800W,
,BR,BRN,Brauna,Brauna,SP,RQ,--3-----,0607,,2129S 05018W,
,BR,BDZ,Brejo Do Cruz,Brejo Do Cruz,PB,RL,--3-----,1307,,0621S 03730W,
,BR,BJL,Brejolândia,Brejolandia,BA,AA,--3-----,1607,,1229S 04358W,
,BR,BBN,Breu Branco,Breu Branco,PA,RQ,--3-----,0607,,0341S 04928W,
,BR,BVS,Breves,Breves,PA,AI,1-34----,1101,,0140S 05029W,
,BR,BTN,Britania,Britania,GO,RQ,--3-----,0607,,1514S 05109W,
,BR,BDW,Brodowski,Brodowski,SP,RQ,--3-----,0607,,2059S 04740W,
,BR,BOS,Brotas,Brotas,SP,RQ,--3-----,0607,,2216S 04807W,
,BR,BHO,Brumadinho,Brumadinho,MG,RQ,--3-----,0607,,2008S 04413W,
,BR,BMS,Brumado,Brumado,BA,AI,---4----,9912,,,
,BR,QAB,Brusque,Brusque,SC,AI,---4----,9601,,,
,BR,BBD,Bueno Brandao,Bueno Brandao,MG,RQ,--3-----,0607,,2227S 04620W,
,BR,BRM,Buerarema,Buerarema,BA,RQ,--3-----,0607,,1457S 03918W,
,BR,BUR,Buri,Buri,SP,RQ,--3-----,0607,,2348S 04835W,
,BR,BTM,Buritama,Buritama,SP,RQ,--3-----,0607,,2104S 05009W,
,BR,BUS,Buritis,Buritis,RO,RL,--3-----,0701,,0959S 06356W,
,BR,BUT,Buritis,Buritis,MG,RQ,--3-----,0607,,1537S 04625W,
,BR,BTZ,Buritizeiro,Buritizeiro,MG,AA,--3-----,1601,,1721S 04457W,
,BR,BZC,Buzios,Buzios,RJ,AI,---4----,9912,,,
,BR,CPA,Caapora,Caapora,PB,RQ,--3-----,0607,,0730S 03454W,
,BR,CRP,Caarapo,Caarapo,MS,RQ,--3-----,0607,,2238S 05449W,
,BR,CCE,Cabeceiras,Cabeceiras,GO,RQ,--3-----,0607,,1547S 04659W,
#,BR,CAB,Cabedelo,Cabedelo,PB,AA,-23-----,1801,,0658S 03450W,@Sta@Sub@Coo
,BR,CDO,Cabedelo Pt,Cabedelo Pt,PB,AA,1-------,1701,,0658S 03450W,
,BR,CSA,Cabo de Santo Agostinho,Cabo de Santo Agostinho,PE,RQ,--3-----,0607,,0820S 03455W,
#,BR,CFO,Cabo Frio,Cabo Frio,RJ,AA,--34----,1801,,2253S 04201W,@Fun@Sta@Sub@Coo
X,BR,QCK,Cabo Frio,Cabo Frio,RJ,XX,---4----,1801,,,USE BR CFO
,BR,CRU,Cabreuva,Cabreuva,SP,RQ,--3-----,0607,,2318S 04708W,
,BR,CFC,Cacador,Cacador,SC,RQ,--3-----,0607,,2646S 05101W,
,BR,CAP,Caçapava,Cacapava,SP,RL,-23-----,0212,,2306S 04542W,
,BR,CSL,Cacapava do Sul,Cacapava do Sul,RS,RQ,--3-----,0607,,3030S 05328W,
,BR,CCX,Cáceres,Caceres,MT,AI,---4----,0212,,1604S 05741W,
,BR,CCQ,Cachoeira,Cachoeira,BA,AI,---4----,9912,,,
,BR,QDB,Cachoeira do Sul,Cachoeira do Sul,RS,AI,---4----,9601,,,
,BR,CPS,Cachoeira Paulista,Cachoeira Paulista,SP,RQ,--3-----,0607,,2239S 04500W,
,BR,CDM,Cachoeiras de Macacu,Cachoeiras de Macacu,RJ,RL,123-----,0601,,2229S 04239W,
,BR,CHA,Cachoeirinha,Cachoeirinha,RS,RQ,--3-----,0607,,2956S 05105W,
,BR,CDI,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,ES,RQ,--3-----,0607,,2051S 04107W,
,BR,OAL,Cacoal,Cacoal,RO,AI,---4----,9912,,,
,BR,CCO,Caconde,Caconde,SP,RQ,--3-----,0607,,2133S 04638W,
,BR,CCU,Cacu,Cacu,GO,RQ,--3-----,0607,,1837S 05104W,
,BR,CCL,Cacule,Cacule,BA,RQ,--3-----,0607,,1929S 04213W,
,BR,CTO,Caetanopolis,Caetanopolis,MG,RQ,--3-----,0607,,1917S 04424W,
,BR,CTE,Caete,Caete,MG,RQ,--3-----,0607,,1953S 04340W,
,BR,CTI,Caetite,Caetite,BA,RQ,--3-----,0607,,1404S 04229W,
,BR,CFL,Cafelandia,Cafelandia,SP,RQ,--3-----,0607,,2149S 04935W,
,BR,RNA,Cafelândia,Cafelandia,PR,RL,--3-----,1301,,2439S 05320W,
,BR,CBI,Caibi,Caibi,SC,RQ,--3-----,0607,,2702S 05313W,
,BR,CIC,Caico,Caico,RN,RQ,--3-----,0607,,0628S 03705W,
,BR,CAS,Caieiras,Caieiras,SP,RQ,--3-----,0607,,2321S 04644W,
,BR,CBA,Caioba,Caioba,PR,RQ,--3-----,0607,,2551S 04832W,
,BR,CIR,Cairu,Cairu,BA,RQ,--3-----,0607,,1330S 03903W,
,BR,CJM,Cajamar,Cajamar,SP,RQ,--3-----,0607,,2320S 04653W,
,BR,CJA,Cajati,Cajati,PR,RQ,--3-----,0607,,2511S 05310W,
,BR,CJI,Cajati,Cajati,SP,RQ,--3-----,0607,,2442S 04807W,
,BR,CJZ,Cajazeiras,Cajazeiras,CE,RQ,--3-----,0607,,0654S 03939W,
,BR,CZJ,Cajazeiras,Cajazeiras,PB,RL,-----6--,1007,,0654S 03834W,
,BR,CJO,Cajobi,Cajobi,SP,RQ,--3-----,0607,,2053S 04849W,
,BR,CJU,Cajuru,Cajuru,SP,RQ,--3-----,0607,,2115S 04717W,
,BR,CLA,Caldas,Caldas,MG,RQ,--3-----,0607,,2156S 04623W,
,BR,CLV,Caldas Novas,Caldas Novas,GO,AI,---4----,9912,,,
,BR,CCA,Camacan,Camacan,BA,RQ,--3-----,0607,,1525S 03929W,
,BR,CCI,Camaçari,Camacari,BA,AA,--3-----,1601,,1242S 03820W,
,BR,CMU,Camanducaia,Camanducaia,MG,RQ,--3-----,0607,,2246S 04609W,
,BR,CAA,Camapua,Camapua,MS,RQ,--3-----,0607,,1932S 05402W,
,BR,CQA,Camaqua,Camaqua,RS,RQ,--3-----,0607,,3050S 05146W,
,BR,CME,Camaragibe,Camaragibe,PE,RQ,--3-----,0607,,0759S 03502W,
,BR,CRG,Camargo,Camargo,RS,AA,--3-----,1707,,2835S 05212W,
,BR,CBR,Cambara,Cambara,PR,RQ,--3-----,0607,,2302S 05004W,
,BR,CMS,Cambara do Sul,Cambara do Sul,RS,RQ,--3-----,0607,,2902S 05009W,
,BR,CBE,Cambe,Cambe,PR,RQ,--3-----,0607,,2313S 05115W,
,BR,CBU,Camboriú,Camboriu,SC,RL,1-3-----,0607,,2659S 04838W,
,BR,CMB,Cambuci,Cambuci,RJ,RL,--3-----,0501,,2134S 04155W,
,BR,CMI,Cambui,Cambui,MG,RQ,--3-----,0607,,2236S 04603W,
,BR,CBQ,Cambuquira,Cambuquira,MG,RQ,--3-----,0607,,2150S 04518W,
,BR,CMR,Cametá Apt,Cameta Apt,PA,RL,--34----,0901,CMT,0215S 04930W,
,BR,CMC,Camocim,Camocim,CE,AI,1--4----,9506,,,
,BR,CPH,Campanha,Campanha,MG,QQ,--3-----,0607,,,
,BR,CAM,Campina do Monte Alegre,Campina do Monte Alegre,SP,RL,--3-----,0607,,2335S 04828W,
,BR,CPV,Campina Grande,Campina Grande,PB,AI,---4----,9601,,,
,BR,CGL,Campina Grande do Sul,Campina Grande do Sul,PR,AC,--3-----,1501,,2518S 04905W,
,BR,CVR,Campina Verde,Campina Verde,MG,RQ,--3-----,0607,,1931S 04928W,
,BR,CM3,Campinaçu,Campinacu,GO,RL,--3-----,1301,,1347S 04833W,
,BR,CPO,Campinapolis,Campinapolis,MT,RQ,--3-----,0607,,1430S 05253W,
,BR,CPQ,Campinas,Campinas,SP,AI,---4----,9601,,,
#,BR,CAG,Campo Alegre,Campo Alegre,SC,AA,--3-----,1801,,2611S 04916W,@Sta@Sub@Coo
,BR,CPB,Campo Belo,Campo Belo,MG,RQ,--3-----,0607,,2053S 04516W,
,BR,QCD,Campo Bom,Campo Bom,RS,AI,---4----,9601,,,
,BR,9CF,Campo Florido,Campo Florido,MG,RL,--3-----,1301,,1947S 04835W,
,BR,CFM,Campo Formoso,Campo Formoso,BA,RQ,--3-----,0607,,1030S 04019W,
,BR,CGR,Campo Grande,Campo Grande,MS,AI,---4----,9601,,,
,BR,GCE,Campo Grande,Campo Grande,RJ,RQ,--3-----,0607,,2254S 04333W,
,BR,CLO,Campo Largo,Campo Largo,PR,RL,--3-----,0104,,2526S 04936W,
,BR,CLP,Campo Limpo Paulista,Campo Limpo Paulista,SP,RQ,--3-----,9806,,,
,BR,CPG,Campo Magro,Campo Magro,PR,RL,--3-----,1107,,,
,BR,COM,Campo Maior,Campo Maior,PI,RQ,--3-----,0607,,0449S 04210W,
,BR,CBW,Campo Mourao,Campo Mourao,PR,AI,---4----,0212,,2403S 05222W,
,BR,CNP,Campo Novo do Parecis,Campo Novo do Parecis,MT,RQ,--3-----,0607,,1340S 05753W,
,BR,CVE,Campo Verde,Campo Verde,MT,RQ,--3-----,0607,,1538S 05510W,
,BR,CAW,Campos,Campos,RJ,AI,---4----,9601,,,
,BR,CBS,Campos Belos,Campos Belos,GO,RQ,--3-----,0607,,,
,BR,CLJ,Campos de Júlio,Campos de Julio,MT,RL,--3-----,1301,,1353S 05908W,
,BR,QJO,Campos do Jordao,Campos do Jordao,SP,AI,---4----,0212,,2244S 04535W,
,BR,CGZ,Campos dos Goitacazes,Campos dos Goitacazes,RJ,RQ,--3-----,0607,,,
,BR,CDG,Campos dos Goytacazes,Campos dos Goytacazes,RJ,RQ,-----6--,1001,,2145S 04119W,
,BR,CNS,Campos Novos,Campos Novos,SC,RQ,--3-----,0607,,,
,BR,CPN,Campos Novos,Campos Novos,SP,RL,--3-----,0607,,2256S 04637W,
,BR,CVD,Campos Verdes,Campos Verdes,GO,RQ,--3-----,0607,,,
,BR,NBV,Cana Brava,Cana Brava,MG,AI,---4----,9912,,,
,BR,CDC,Canaã dos Carajás,Canaa dos Carajas,PA,AC,--3-----,1501,,0631S 04951W,
,BR,CTT,Canabarro Teutonia,Canabarro Teutonia,RS,RQ,--3-----,0607,,,
,BR,CNI,Cananeia,Cananeia,SP,RQ,--3-----,0607,,,
,BR,CNN,Canarana,Canarana,MT,RQ,--3-----,0607,,,
,BR,CNV,Canavieiras,Canavieiras,BA,AI,---4----,9912,,,
,BR,CIS,Candeias,Candeias,BA,RQ,--3-----,0607,,,
,BR,CDL,Candelaria,Candelaria,RS,RQ,--3-----,0607,,,
,BR,CG2,Cândido Godói,Candido Godoi,RS,RL,--3-----,1407,,2757S 05446W,
,BR,CMN,Candido Mendes,Candido Mendes,MA,RQ,--3-----,0607,,,
,BR,CMT,Candido Mota,Candido Mota,SP,RQ,--3-----,0607,,,
,BR,CDU,Candido Rodrigues,Candido Rodrigues,SP,RQ,--3-----,0607,,,
,BR,CDT,Candiota,Candiota,RS,RQ,--3-----,0607,,,
,BR,QCN,Canela,Canela,RS,AI,---4----,9601,,,
,BR,CGC,Canguçu,Cangucu,RS,RL,--3-----,1301,,3124S 05241W,
,BR,CAD,Caninde,Caninde,CE,RQ,--3-----,0607,,,
,BR,CFA,Caninde do Sao Francisco,Caninde do Sao Francisco,SE,RQ,--3-----,0607,,,
,BR,CNR,Canitar,Canitar,SP,RQ,--3-----,0607,,,
,BR,CQU,Canoa Quebrada,Canoa Quebrada,CE,RQ,--3-----,0607,,,
,BR,QNS,Canoas,Canoas,RS,AI,---4----,9601,,,
,BR,CHS,Canoinhas,Canoinhas,SC,RQ,--3-----,0607,,,
,BR,CSC,Cansancao,Cansancao,BA,RQ,--3-----,0607,,,
,BR,RRR,Canta,Canta,RR,RQ,--3--6--,1001,,0236N 06035W,
,BR,CTG,Cantagalo,Cantagalo,RJ,RQ,--3-----,0607,,,
,BR,CRR,Canto do Buriti,Canto do Buriti,PI,RQ,--3-----,0607,,,
,BR,CPM,Capanema,Capanema,PA,RQ,--3-----,0607,,,
,BR,CAO,Capão Alto,Capao Alto,SC,RL,-----6--,1201,,2756S 05030W,
,BR,CBN,Capao Bonito,Capao Bonito,SP,RQ,--3-----,0607,,,
,BR,CCN,Capao da Canoa,Capao da Canoa,RS,RQ,--3-----,0607,,,
,BR,CPE,Capao do Leao,Capao do Leao,RS,RQ,--3-----,0607,,,
,BR,CPK,Caparao,Caparao,MG,RL,--3-----,1207,,2031S 04154W,
,BR,CLS,Capela de Santana,Capela de Santana,RS,AA,--3-----,1601,,2942S 05119W,
,BR,CLT,Capela do Alto,Capela do Alto,SP,RQ,--3-----,0607,,,
,BR,CLH,Capelinha,Capelinha,MG,RQ,--3-----,0607,,,
,BR,CPT,Capetinga,Capetinga,MG,RQ,--3-----,0607,,,
,BR,CPP,Capinopolis,Capinopolis,MG,RQ,--3-----,0607,,,
,BR,CPZ,Capinzal,Capinzal,SC,RQ,--3-----,0607,,,
,BR,CAE,Capitão Andrade,Capitao Andrade,MG,RL,-----6--,1201,,1904S 04151W,
,BR,CPC,Capitao Poco,Capitao Poco,PA,RQ,--3-----,0607,,,
,BR,CTL,Capitolio,Capitolio,MG,RQ,--3-----,0607,,,
,BR,CPI,Capivari,Capivari,SP,RL,123-----,0601,,2301S 04731W,
,BR,CBX,Capivari de Baixo,Capivari de Baixo,SC,RQ,--3-----,0607,,,
,BR,CD5,Capivari Do Sul,Capivari Do Sul,RS,RL,1-3-----,1401,,3008S 05030W,
,BR,CPX,Capixaba,Capixaba,AC,RL,--3-----,0701,,1029S 06753W,
,BR,CGA,Caponga,Caponga,CE,RQ,--3-----,0607,,,
,BR,RAA,Caraá,Caraa,RS,AA,--3-----,1607,,2947S 05026W,
,BR,CGU,Caraguatatuba,Caraguatatuba,SP,RQ,--3-----,0607,,,
,BR,CRV,Caraiva,Caraiva,BA,RQ,--3-----,0607,,,
,BR,CKS,Carajás Apt/Parauapebas,Carajas Apt/Parauapebas,PA,AA,---4----,1701,,0607S 05000W,
,BR,CAR,Carambei,Carambei,SP,RQ,--3-----,0607,,,
,BR,CRM,Carambei,Carambei,PR,RQ,--3-----,0607,,,
,BR,CND,Carandai,Carandai,MG,RQ,--3-----,0607,,,
,BR,CNG,Carangola,Carangola,MG,RQ,--3-----,0607,,,
,BR,CRB,Carapebus,Carapebus,RJ,RL,--3-----,1301,,2211S 04140W,
,BR,CIU,Carapicuiba,Carapicuiba,SP,RQ,--3-----,0607,,,
,BR,CNE,Carapina da Serra,Carapina da Serra,ES,RQ,--3-----,0607,,,
,BR,CIG,Caratinga,Caratinga,MG,RQ,--3-----,0607,,,
,BR,CAF,Carauari,Carauari,AM,AI,---4----,9912,,,
,BR,CRQ,Caravelas,Caravelas,BA,AI,---4----,9912,,,
,BR,ZHO,Carazinho,Carazinho,RS,RQ,--3-----,0607,,,
,BR,CAN,Carbonita,Carbonita,MG,RQ,--3-----,0607,,,
,BR,CMA,Cardeal Mota,Cardeal Mota,MG,RQ,--3-----,0607,,,
,BR,CDR,Cardoso,Cardoso,SP,RQ,--3-----,0607,,,
,BR,CSM,Cardoso Moreira,Cardoso Moreira,RJ,RQ,--3-----,0607,,,
,BR,CEU,Careacu,Careacu,MG,RQ,--3-----,0607,,,
,BR,CII,Cariacica,Cariacica,ES,RQ,--3-----,0607,,,
,BR,CAL,Carlópolis,Carlopolis,PR,RL,--3-----,1301,,2325S 04941W,
,BR,CBB,Carlos Barbosa,Carlos Barbosa,RS,RL,-23-----,0607,,2918S 05130W,
,BR,CCG,Carlos Chagas,Carlos Chagas,MG,RQ,--3-----,0607,,,
,BR,RMO,Carmo,Carmo,RJ,RQ,--3-----,0607,,,
,BR,MIN,Carmo de Minas,Carmo de Minas,MG,RL,-----6--,1007,,2207S 04508W,
,BR,CD2,Carmo do Cajuru,Carmo do Cajuru,MG,RL,--3-----,1401,,2011S 04446W,
,BR,COP,Carmo do Paranaiba,Carmo do Paranaiba,MG,RQ,--3-----,0607,,,
,BR,CRD,Carmo do Rio Claro,Carmo do Rio Claro,MG,RQ,--3-----,0607,,,
,BR,COV,Carmo do Rio Verde,Carmo do Rio Verde,GO,RQ,--3-----,0607,,,
,BR,CIH,Carneirinho,Carneirinho,MG,RQ,--3-----,0607,,,
,BR,CLN,Carolina,Carolina,MA,AI,---4----,9912,,,
,BR,CIN,Carpina,Carpina,PE,RL,-23-----,0701,,0751S 03515W,
,BR,CNC,Carrancas,Carrancas,MG,RQ,--3-----,0607,,,
,BR,CAU,Caruaru,Caruaru,PE,AI,---4----,9601,,,
,BR,CTP,Carutapera,Carutapera,MA,AI,---4----,9912,,,
,BR,CSN,Casa Branca,Casa Branca,SP,RQ,--3-----,0607,,,
,BR,CSG,Casa Grande,Casa Grande,MG,RQ,--3-----,0607,,,
,BR,CAV,Casa Nova,Casa Nova,BA,RL,1-3-----,0701,,0923S 04110W,
,BR,SCA,Casca,Casca,RS,RQ,--3-----,0607,,,
,BR,CAC,Cascavel,Cascavel,PR,AI,---4----,9601,,,
,BR,CCV,Cascavel,Cascavel,CE,RQ,--3-----,0607,,,
,BR,CSD,Casimiro de Abreu,Casimiro de Abreu,RJ,RQ,--3-----,0607,,,
,BR,CAI,Cassia,Cassia,MG,RQ,--3-----,0607,,,
,BR,CSS,Cassilândia,Cassilandia,MS,AI,---4----,0212,,1909S 05145W,
,BR,CTH,Castanhal,Castanhal,PR,RQ,--3-----,0607,,,
,BR,QHL,Castanhal,Castanhal,PA,AI,---4----,9601,,,
,BR,CSE,Castelandia,Castelandia,GO,RQ,--3-----,0607,,,
,BR,CEO,Castelo,Castelo,ES,RQ,--3-----,0607,,,
,BR,CHO,Castilho,Castilho,SP,RQ,--3-----,0607,,,
,BR,CTR,Castro,Castro,PR,RQ,--3-----,0607,,,
,BR,CAH,Castro Alves,Castro Alves,BA,RL,--3-----,1301,,1245S 03926W,
,BR,QCG,Cataguases,Cataguases,MG,RL,-234----,0307,,2124S 04241W,
,BR,TLZ,Catalao,Catalao,GO,AI,---4----,0212,,1810S 04757W,
,BR,CDV,Catanduva,Catanduva,SP,RQ,--3-----,0607,,,
,BR,CTV,Catanduvas,Catanduvas,SC,RQ,--3-----,0607,,,
,BR,TSL,Catas Altas,Catas Altas,MG,RQ,--3-----,0607,,,
,BR,CCH,Catole do Rocha,Catole do Rocha,PB,RQ,--3-----,0607,,,
,BR,ATU,Catu,Catu,BA,RQ,--3-----,0607,,,
,BR,CUC,Caucaia,Caucaia,CE,RQ,--3-----,0607,,,
,BR,CXU,Caxambu,Caxambu,MG,RQ,--3-----,0607,,,
,BR,CXS,Caxias,Caxias,MA,RQ,--3-----,0607,,,
,BR,CXJ,Caxias do Sul,Caxias do Sul,RS,AI,---4----,9601,,,
,BR,CEA,Ceara Mirim,Ceara Mirim,RN,RQ,1-3-----,0901,,,
,BR,CM2,Ceará-Mirim,Ceara-Mirim,RN,RL,--3-----,1301,,0538S 03526W,
,BR,CED,Cedral,Cedral,SP,RQ,--3-----,0607,,,
,BR,CTD,Centenario do Sul,Centenario do Sul,PR,RQ,-----6--,1001,,2248S 05132W,
,BR,MGZ,Central de Minas,Central de Minas,MG,RL,-----6--,1307,,1845S 04120W,
,BR,CEL,Centralina,Centralina,MG,RQ,--3-----,0607,,,
,BR,CJS,Cerejeiras,Cerejeiras,RO,RQ,--3-----,0607,,,
,BR,CES,Ceres,Ceres,GO,RQ,--3-----,0607,,,
,BR,CQR,Cerqueira Cesar,Cerqueira Cesar,SP,RQ,--3-----,0607,,,
,BR,CQO,Cerquilho,Cerquilho,SP,RQ,--3-----,0607,,,
,BR,CLG,Cerro Largo,Cerro Largo,RS,RQ,--3-----,0607,,2808S 05444W,
,BR,CLE,Cesario Lange,Cesario Lange,SP,RQ,--3-----,0607,,2313S 04757W,
,BR,CZR,Cezarina,Cezarina,GO,RQ,--3-----,0607,,1658S 04946W,
+,BR,CHG,Chã de Alegria,Cha de Alegria,PE,AA,--3-----,1801,,0800S 03513W,
,BR,CGD,Cha Grande,Cha Grande,PE,RQ,--3-----,0607,,0813S 03527W,
,BR,CPD,Chapada,Chapada,RS,RQ,--3-----,0607,,2804S 05304W,
,BR,CGM,Chapada dos Guimaraes,Chapada dos Guimaraes,MT,RQ,--3-----,0607,,1526S 05545W,
,BR,CPL,Chapadao do Sul,Chapadao do Sul,MS,RQ,--3-----,0607,,1847S 05237W,
,BR,XAP,Chapeco,Chapeco,SC,AI,---4----,9601,,,
,BR,CHC,Characas,Characas,MT,RL,--3-----,0901,,,
,BR,CHQ,Charqueada,Charqueada,,RQ,--3-----,0901,,,
,BR,QDA,Charqueada,Charqueada,SP,RQ,--3-----,0607,,2230S 04746W,
,BR,CQD,Charqueadas,Charqueadas,RS,RQ,--3-----,0607,,2957S 05138W,
,BR,CVA,Chavantes,Chavantes,SP,RQ,--3-----,0607,,2302S 04943W,
,BR,CUI,Chui,Chui,RS,RQ,--3-----,0607,,3340S 05327W,
,BR,CNO,Cianorte,Cianorte,PR,RQ,--3-----,0607,,2339S 05236W,
,BR,ANF,Cidade de Angra dos Reis FPSO,Cidade de Angra dos Reis FPSO,,RL,------7-,1107,,2455S 04230W,
,BR,CDH,Cidade Gaúcha,Cidade Gaucha,PR,RL,--3-----,1401,,2322S 05301W,
,BR,COC,Cidade Ocidental,Cidade Ocidental,GO,RL,-23-----,1307,,1604S 04755W,
,BR,CRI,Cidreira,Cidreira,RS,RQ,--3-----,0607,,3011S 05012W,
,BR,CIO,Cipo,Cipo,BA,RQ,--3-----,0607,,1106S 03831W,
